Cluster,SubclusterName,end.year,two.year.change,Competitive.Effect,Expected.Change,Ind.Mix.Effect,Natl.Growth.Effect,start.jobs,end.jobs
NA,NA,2005,83.62324879,40.72600633,23.84340415,18.7334283,9.59099986,754.9719263,838.5951751
NA,NA,2006,10.56103801,-9.799906249,20.3431683,7.081527662,14.27768948,898.4666982,909.0277362
NA,NA,2007,7.567314286,-9.269475117,21.0389841,11.64014106,4.551721394,988.068719,995.6360333
NA,NA,2008,47.09631253,4.137425952,39.92247077,38.21938253,2.243611526,862.5183612,909.6146737
NA,NA,2009,59.38780722,0.457330486,57.29752554,57.77429894,-20.32938055,913.8078229,973.1956301
NA,NA,2010,25.98304609,-15.04337638,49.82036596,51.01596195,-25.02800811,1223.738204,1249.72125
NA,NA,2011,13.93102165,-1.149372292,17.09311775,8.916261232,2.581914825,1079.5708,1093.501822
NA,NA,2012,0.804941607,-86.49279008,70.33392468,66.67588651,17.03027546,903.2575378,904.0624794
NA,NA,2013,28.17232691,344.8117248,-366.9744691,-232.7721099,21.94467579,874.0909932,902.2633201
NA,NA,2014,51.95640816,276.8146793,-207.1252675,-235.073446,20.61315242,764.8997922,816.8562003
NA,NA,2015,85.54675676,94.13553716,22.6540957,2.348625931,22.9433527,1263.023734,1348.570491
NA,NA,2016,100.5506833,94.16026141,16.30230204,-8.245838339,26.04732726,972.1973135,1072.747997
NA,NA,2017,116.0603255,125.8331378,17.45996537,-4.652315943,14.9293614,879.5547864,995.6151118
NA,NA,2018,109.631497,60.8489982,7.598155622,-11.33769212,19.54817049,1148.717299,1258.348796
Nonmetal Mining,Nonmetal Mining,2003,-16.64101229,8.368528468,-34.53885004,-15.55153958,-9.143848246,1567.129152,1550.488139
Nonmetal Mining,Nonmetal Mining,2004,-21.02451697,-26.25664017,7.497724229,1.048756081,6.566155975,1417.140937,1396.11642
Nonmetal Mining,Nonmetal Mining,2005,7.986524391,-29.27164594,46.43107165,23.43360288,17.88471385,1104.643152,1112.629676
Nonmetal Mining,Nonmetal Mining,2006,89.28050256,63.69418047,30.90031729,17.24189076,17.15810078,935.4842879,1024.764791
Nonmetal Mining,Nonmetal Mining,2007,-9.063981609,-7.981854127,-2.866358107,-10.70142236,6.612165298,1358.839249,1349.775267
Nonmetal Mining,Nonmetal Mining,2008,-170.7500919,-53.54503918,-38.52567896,-40.92745633,6.229201476,1340.600617,1169.850525
Nonmetal Mining,Nonmetal Mining,2009,-173.380811,-75.74797649,-121.641125,-120.2282362,-33.89460281,1778.636348,1605.255537
Nonmetal Mining,Nonmetal Mining,2010,-119.2888877,-50.51885836,-72.40752381,-72.3078697,-24.0813436,1057.487077,938.1981892
Nonmetal Mining,Nonmetal Mining,2011,-97.28323317,-72.5470538,-13.95198772,-22.66390853,2.891107429,843.0180563,745.7348231
Nonmetal Mining,Nonmetal Mining,2012,-8.586027139,-9.768565533,1.97464924,-9.179080572,11.02536419,700.9557883,692.3697611
Nonmetal Mining,Nonmetal Mining,2013,16.02457107,12.41138728,10.99936501,-5.49364634,10.3150381,733.0151008,749.0396719
Nonmetal Mining,Nonmetal Mining,2014,16.31416159,1.853194536,19.00691317,6.415861027,17.87943087,1184.066438,1200.3806
Nonmetal Mining,Nonmetal Mining,2015,59.97540104,24.93468034,30.14668758,10.57762263,22.32338835,1126.505858,1186.481259
Nonmetal Mining,Nonmetal Mining,2016,29.3993929,13.85307938,12.54705716,-0.099908651,13.84242518,779.9961468,809.3955397
Nonmetal Mining,Nonmetal Mining,2017,5.56877129,-13.7986817,26.63762085,11.20636948,11.21644503,1296.768413,1302.337184
Nonmetal Mining,Nonmetal Mining,2018,-9.300897618,-40.20517891,39.95249201,24.40971023,11.45367755,1087.622876,1078.321978
Oil and Gas Production and Transportation,Drilling Wells,2003,38.4457514,45.19169507,-0.810837274,-0.987125887,-0.105699448,16.85768888,55.30344028
Oil and Gas Production and Transportation,Drilling Wells,2004,59.91945307,55.9043764,11.57245058,7.811625994,0.51823122,102.7981441,162.7175972
Oil and Gas Production and Transportation,Drilling Wells,2005,83.42364416,77.81131391,16.66788014,16.8164952,1.326372927,126.1377663,209.5614104
Oil and Gas Production and Transportation,Drilling Wells,2006,78.85855362,60.18688254,60.06433325,40.77388185,3.498541316,253.649459,332.5080126
Oil and Gas Production and Transportation,Drilling Wells,2007,209.0853499,127.0784686,13.67695924,10.35164347,2.927412498,388.404127,597.4894769
Oil and Gas Production and Transportation,Drilling Wells,2008,213.8035671,151.5964603,33.24806239,47.06627208,1.49140983,411.097833,624.9014001
Oil and Gas Production and Transportation,Drilling Wells,2009,-215.6312148,-89.54269029,-100.7232682,-71.37686617,-15.40898095,766.3849736,550.7537587
Oil and Gas Production and Transportation,Drilling Wells,2010,-127.1883154,-51.80261901,-105.0121085,-52.83091059,-23.38721605,794.2169271,667.0286116
Oil and Gas Production and Transportation,Drilling Wells,2011,-80.72872169,-126.2628241,70.17924039,60.54969688,1.911560881,597.7055014,516.9767797
Oil and Gas Production and Transportation,Drilling Wells,2012,-104.2714764,-198.0523243,98.06468181,74.18492062,7.125000819,804.0377992,699.7663228
Oil and Gas Production and Transportation,Drilling Wells,2013,7.777564163,-0.51621474,9.318630371,5.317787936,7.037089031,452.7420051,460.5195692
Oil and Gas Production and Transportation,Drilling Wells,2014,39.82446708,35.06878824,12.53187498,3.439687075,3.654276849,324.6625037,364.4869708
Oil and Gas Production and Transportation,Drilling Wells,2015,-39.76769108,2.309130815,-32.91789139,-54.49670421,8.889134723,350.258797,310.4911059
Oil and Gas Production and Transportation,Drilling Wells,2016,-48.67730381,43.99952887,-98.34666962,-92.92874809,9.362809737,320.6691262,271.9918224
Oil and Gas Production and Transportation,Drilling Wells,2017,87.6778157,149.7501608,-32.78620708,-29.3804195,3.483127214,291.6944712,379.3722869
Oil and Gas Production and Transportation,Drilling Wells,2018,90.93735752,49.70754465,53.02558174,58.8738123,4.929178577,241.5934714,332.530829
Oil and Gas Production and Transportation,Oil and Gas Extraction,2003,-30.74892311,-30.38054074,-11.60588679,-3.834616553,-4.404707109,853.9159021,823.166979
Oil and Gas Production and Transportation,Oil and Gas Extraction,2004,64.43541215,58.83814215,1.822071425,-1.448194342,3.374002365,685.4943602,749.9297723
Oil and Gas Production and Transportation,Oil and Gas Extraction,2005,68.88987612,64.35823964,18.72904144,5.237809624,10.23439334,580.343885,649.2337611
Oil and Gas Production and Transportation,Oil and Gas Extraction,2006,63.9808758,15.59611108,36.21080531,24.6759908,9.905026754,973.143212,1037.124088
Oil and Gas Production and Transportation,Oil and Gas Extraction,2007,83.7947798,106.4466583,30.59319003,26.67393694,5.856936842,589.1323224,672.9271022
Oil and Gas Production and Transportation,Oil and Gas Extraction,2008,132.2171565,97.12339091,90.82533368,70.36462805,1.967807341,926.7922389,1059.009395
Oil and Gas Production and Transportation,Oil and Gas Extraction,2009,-23.45021693,-66.8987575,57.21814807,99.83572184,-22.38796904,1115.052247,1091.60203
Oil and Gas Production and Transportation,Oil and Gas Extraction,2010,-87.08741323,-43.62472703,-5.447421004,24.46507015,-27.44946183,1296.888542,1209.801129
Oil and Gas Production and Transportation,Oil and Gas Extraction,2011,82.11579932,42.58709073,22.53874818,27.85707096,3.589602741,1283.686033,1365.801832
Oil and Gas Production and Transportation,Oil and Gas Extraction,2012,153.9313353,14.12675901,90.590686,70.24013397,23.15704531,955.7498846,1109.68122
Oil and Gas Production and Transportation,Oil and Gas Extraction,2013,166.1456015,31.94942335,75.52125714,76.14053696,21.79773045,1252.581489,1418.72709
Oil and Gas Production and Transportation,Oil and Gas Extraction,2014,199.0762575,175.4478362,34.89725783,6.088524761,26.68495867,1100.295009,1299.371266
Oil and Gas Production and Transportation,Oil and Gas Extraction,2015,213.7539952,153.760522,-20.73011307,-36.08921832,27.76842624,1209.082256,1422.836252
Oil and Gas Production and Transportation,Oil and Gas Extraction,2016,56.43580482,174.3616948,-107.1756889,-124.730482,39.90301184,1362.274663,1418.710468
Oil and Gas Production and Transportation,Oil and Gas Extraction,2017,105.2425859,345.550148,-274.8204087,-307.6797301,30.1444005,1850.571689,1955.814275
Oil and Gas Production and Transportation,Oil and Gas Extraction,2018,102.6728826,376.6158565,-217.688789,-163.1422735,29.3164787,1297.059133,1399.732015
Oil and Gas Production and Transportation,Oil and Gas Extraction,NA,NA,NA,NA,NA,NA,NA,NA
Oil and Gas Production and Transportation,Oil and Gas Machinery,2003,3.843317768,7.196947484,-4.921981418,-3.409628947,-0.403462998,61.81235314,65.65567091
Oil and Gas Production and Transportation,Oil and Gas Machinery,2004,16.03274093,21.80608305,-2.794469174,-1.893032924,0.254903398,77.37888787,93.4116288
Oil and Gas Production and Transportation,Oil and Gas Machinery,2005,22.29656493,22.65213886,1.329732064,0.541143117,0.775635701,67.20102096,89.49758589
Oil and Gas Production and Transportation,Oil and Gas Machinery,2006,19.06633517,1.860390528,14.24190627,11.25391727,1.806499557,98.38711631,117.4534515
Oil and Gas Production and Transportation,Oil and Gas Machinery,2007,10.62732343,-1.985654366,7.802905869,6.554859843,0.62281579,106.4545587,117.0818822
Oil and Gas Production and Transportation,Oil and Gas Machinery,2008,17.95113093,3.856735756,17.65003976,16.09101293,0.528551627,127.8357496,145.7868805
Oil and Gas Production and Transportation,Oil and Gas Machinery,2009,10.55033936,15.42472282,0,5.425049109,-3.801099911,188.7206137,199.2709531
Oil and Gas Production and Transportation,Oil and Gas Machinery,2010,-1.117178729,4.787472766,-7.951107108,-1.165844876,-3.654016789,143.4069914,142.2898126
Oil and Gas Production and Transportation,Oil and Gas Machinery,2011,-11.61441955,-24.61103716,8.76120617,12.33915642,0.772844264,193.9264557,182.3120362
Oil and Gas Production and Transportation,Oil and Gas Machinery,2012,54.35597104,26.42560034,30.1763309,29.06200706,2.173669171,173.1974306,227.5534016
Oil and Gas Production and Transportation,Oil and Gas Machinery,2013,55.06722334,68.63124263,13.76514369,11.48741633,2.126419888,129.2510418,184.3182651
Oil and Gas Production and Transportation,Oil and Gas Machinery,2014,28.5870217,21.90721995,7.141794724,3.791693925,3.947657636,226.4248844,255.0119061
Oil and Gas Production and Transportation,Oil and Gas Machinery,2015,-7.052618178,6.394818934,-12.56195607,-17.88075381,6.220174399,322.400241,315.3476228
Oil and Gas Production and Transportation,Oil and Gas Machinery,2016,-50.80953749,13.70073206,-66.63913836,-65.30659227,4.030642081,330.6272998,279.8177623
Oil and Gas Production and Transportation,Oil and Gas Machinery,2017,-54.13512252,-19.60595865,-31.74939026,-35.84426099,3.802572309,234.7310522,180.5959297
Oil and Gas Production and Transportation,Oil and Gas Machinery,2018,-28.56369447,-32.86761975,3.835887441,1.322405633,2.640839127,286.6285706,258.0648761
Oil and Gas Production and Transportation,Petroleum Processing,2003,-50.69197449,-36.60170777,-13.79007627,-10.04657819,-1.896397137,407.2875109,356.5955364
Oil and Gas Production and Transportation,Petroleum Processing,2004,72.42454744,119.5946792,-10.78417067,-16.1250031,1.041382445,414.6464357,487.0709831
Oil and Gas Production and Transportation,Petroleum Processing,2005,65.99040199,96.73624158,-8.047770872,-14.56947112,5.944293431,293.2588451,359.2492471
Oil and Gas Production and Transportation,Petroleum Processing,2006,-14.21229012,-16.39845547,-0.607398871,-11.50846979,8.514875259,472.7007227,458.4884326
Oil and Gas Production and Transportation,Petroleum Processing,2007,34.43021646,11.7622598,8.535265919,11.67177865,2.055194844,439.2325802,473.6627966
Oil and Gas Production and Transportation,Petroleum Processing,2008,47.17355355,19.64756165,18.86743141,16.38864834,1.804172723,547.3905254,594.5640789
Oil and Gas Production and Transportation,Petroleum Processing,2009,29.51735298,11.65863888,9.991128026,31.02000147,-11.07190372,538.9418325,568.4591855
Oil and Gas Production and Transportation,Petroleum Processing,2010,12.64204274,28.009525,-12.52802686,4.879682053,-12.12662174,787.959628,800.6016707
Oil and Gas Production and Transportation,Petroleum Processing,2011,36.67754225,60.89137454,-13.77147746,-16.55473173,2.165699802,747.3134408,783.9909831
Oil and Gas Production and Transportation,Petroleum Processing,2012,25.27403155,39.52829718,-5.364532397,-13.76284482,11.91706318,507.6884054,532.9624369
Oil and Gas Production and Transportation,Petroleum Processing,2013,-3.206722998,-8.944090979,2.867802089,-6.647368852,9.415218847,799.4015083,796.1947853
Oil and Gas Production and Transportation,Petroleum Processing,2014,-9.299026731,0.634130663,-8.080049627,-26.16647968,15.58168474,581.0604231,571.7613964
Oil and Gas Production and Transportation,Petroleum Processing,2015,-15.72018984,3.094977915,-20.02054726,-29.40723764,12.46374,883.8708702,868.1506804
Oil and Gas Production and Transportation,Petroleum Processing,2016,-11.4084404,-10.47715615,-0.67074374,-12.8422239,10.35445335,731.4019595,719.9935191
Oil and Gas Production and Transportation,Petroleum Processing,2017,0,-12.82757972,14.05985856,2.414078262,12.41873012,625.8185162,625.8185162
Oil and Gas Production and Transportation,Petroleum Processing,2018,-15.15771522,-25.51354109,5.720253566,-3.515868557,8.985171878,688.8175282,673.6598129
Oil and Gas Production and Transportation,Pipeline Transportation,2003,-1.20548068,-0.8123276,-0.969169814,-0.697455251,-0.235372772,75.6427153,74.43723462
Oil and Gas Production and Transportation,Pipeline Transportation,2004,-9.752753321,-13.87872673,-2.518448247,-2.633261209,0.269978967,39.06570852,29.3129552
Oil and Gas Production and Transportation,Pipeline Transportation,2005,-4.939539098,-4.268365756,0,-0.701556359,0.745875332,58.78479186,53.84525276
Oil and Gas Production and Transportation,Pipeline Transportation,2006,46.76812786,50.21301837,0,0.064344596,0.32291842,31.24122463,78.00935249
Oil and Gas Production and Transportation,Pipeline Transportation,2007,-6.259912532,-8.068137272,2.484373233,3.324827486,0.509684577,131.9483899,125.6884774
Oil and Gas Production and Transportation,Pipeline Transportation,2008,-14.11030075,-14.45810608,5.271051732,5.883434582,0.304362642,91.47763955,77.3673388
Oil and Gas Production and Transportation,Pipeline Transportation,2009,-8.010186237,-6.507369155,0.933634008,2.210632634,-1.678548256,99.45706938,91.44688314
Oil and Gas Production and Transportation,Pipeline Transportation,2010,-0.852772971,-1.643545348,0.544865612,2.689314215,-2.883755535,98.98096434,98.12819137
Oil and Gas Production and Transportation,Pipeline Transportation,2011,0.761764241,-2.847608331,2.189088508,1.891542683,0.271715202,77.8179851,78.57974934
Oil and Gas Production and Transportation,Pipeline Transportation,2012,0,-1.010248565,1.863647086,-0.00636304,1.253020385,94.74755876,94.74755876
Oil and Gas Production and Transportation,Pipeline Transportation,2013,4.942584529,6.562833526,0.658329693,-1.017361832,1.201068102,101.0448203,105.9874049
Oil and Gas Production and Transportation,Pipeline Transportation,2014,13.94554816,16.77992493,0.521481112,-0.001897189,1.479304813,73.58204213,87.52759028
Oil and Gas Production and Transportation,Pipeline Transportation,2015,19.12471085,17.4463832,4.79966934,2.998077305,1.689175816,124.9346013,144.0593121
Oil and Gas Production and Transportation,Pipeline Transportation,2016,58.50276971,85.36365591,2.512733629,-0.053436518,2.872854138,91.08793836,149.5907081
Oil and Gas Production and Transportation,Pipeline Transportation,2017,48.27654824,64.7821366,-1.107555916,-3.810483599,1.517616303,189.5385341,237.8150824
Oil and Gas Production and Transportation,Pipeline Transportation,2018,8.370637398,9.610473562,0,-2.736856072,2.47291321,249.2205086,257.591146
Oil and Gas Production and Transportation,Support Activities for Oil and Gas Operations,2003,51.67492761,69.07681446,-8.805671113,-4.13190945,-5.248228622,1165.809968,1217.484896
Oil and Gas Production and Transportation,Support Activities for Oil and Gas Operations,2004,453.0771819,359.355244,38.85917874,33.32676425,4.999596163,1173.046951,1626.124133
Oil and Gas Production and Transportation,Support Activities for Oil and Gas Operations,2005,672.6217346,296.7382062,174.3878793,95.87816911,17.66321365,917.7944251,1590.41616
Oil and Gas Production and Transportation,Support Activities for Oil and Gas Operations,2006,571.1451279,244.182289,201.9974784,228.2108444,25.69427453,1380.628427,1951.773554
Oil and Gas Production and Transportation,Support Activities for Oil and Gas Operations,2007,512.2616676,169.3029618,138.1022003,171.8665156,18.4533785,3228.242432,3740.5041
Oil and Gas Production and Transportation,Support Activities for Oil and Gas Operations,2008,1000.670394,313.822843,407.020897,402.7786819,12.16789045,3389.097974,4389.768369
Oil and Gas Production and Transportation,Support Activities for Oil and Gas Operations,2009,50.962337,127.7617877,-47.40421405,26.21896862,-71.76168075,3043.624362,3094.586699
Oil and Gas Production and Transportation,Support Activities for Oil and Gas Operations,2010,77.87869387,318.0216423,-310.9749064,-116.4153979,-101.113272,3284.08672,3361.965414
Oil and Gas Production and Transportation,Support Activities for Oil and Gas Operations,2011,1067.723547,796.1618881,426.5219078,376.9072458,14.37590881,4535.061834,5602.785381
Oil and Gas Production and Transportation,Support Activities for Oil and Gas Operations,2012,1112.227724,586.417302,618.7926891,925.9278684,82.47214157,4797.408915,5909.636639
Oil and Gas Production and Transportation,Support Activities for Oil and Gas Operations,2013,1774.843711,717.17852,707.9800361,469.8778581,78.47717118,5484.456601,7259.300312
Oil and Gas Production and Transportation,Support Activities for Oil and Gas Operations,2014,3092.577169,1987.006017,608.8109585,552.9189214,116.1503669,8115.150406,11207.72757
Oil and Gas Production and Transportation,Support Activities for Oil and Gas Operations,2015,1410.415756,1598.467941,-249.5575951,-580.3123447,191.9411424,8273.596016,9684.011772
Oil and Gas Production and Transportation,Support Activities for Oil and Gas Operations,2016,-2919.708052,164.5879153,-2214.478559,-1909.578322,218.3380913,11999.57782,9079.86977
Oil and Gas Production and Transportation,Support Activities for Oil and Gas Operations,2017,-611.196971,323.087594,-1395.768549,-1446.749559,153.8151983,8573.972701,7962.77573
Oil and Gas Production and Transportation,Support Activities for Oil and Gas Operations,2018,2295.097858,1292.962248,1101.61522,1023.664206,128.5026069,11618.29732,13913.39518
Paper and Packaging,Packaging,2003,48.00172337,76.84418112,-26.54655576,-31.27657328,-4.462892324,811.6632407,859.6649641
Paper and Packaging,Packaging,2004,-89.43124351,-67.069361,-29.69929179,-33.72010285,2.151910641,736.3392878,646.9080443
Paper and Packaging,Packaging,2005,-84.00151117,-42.86966912,-23.52088246,-32.55224722,12.76408526,813.0337243,729.0322131
Paper and Packaging,Packaging,2006,57.85957578,44.28271396,-8.57489647,-18.80257229,7.009449653,350.3160843,408.1756601
Paper and Packaging,Packaging,2007,-34.83969115,-17.10704187,-6.112664163,-6.768603248,2.34759501,683.8236503,648.9839592
Paper and Packaging,Packaging,2008,-10.50837213,9.910054892,-22.45567597,-14.06581203,2.635727416,496.4391889,485.9308167
Paper and Packaging,Packaging,2009,11.23636006,35.41517223,-36.01219103,-23.90061695,-13.27951005,588.8388588,600.0752189
Paper and Packaging,Packaging,2010,-4.40567427,33.22821607,-23.00782653,-16.38764486,-14.7456685,623.2516299,618.8459557
Paper and Packaging,Packaging,2011,-21.21477931,-13.69812177,-9.786233244,-15.43877573,1.436946127,453.5597083,432.344929
Paper and Packaging,Packaging,2012,-44.42965365,-30.25069518,-9.776240037,-16.50429146,6.51989427,394.9502447,350.5205911
Paper and Packaging,Packaging,2013,-21.83900648,-27.30873122,-3.579564519,-12.48317081,9.076682029,463.4837698,441.6447633
Paper and Packaging,Packaging,2014,-10.26588559,-17.73221025,0,-9.069911718,6.964274672,330.3721478,320.1062622
Paper and Packaging,Packaging,2015,-24.61318738,-39.17574281,3.336189864,-6.216087601,9.958449203,580.3492733,555.7360859
Paper and Packaging,Packaging,2016,-32.69370931,-47.86941633,6.310346014,-2.95453854,8.83146007,487.8749294,455.1812201
Paper and Packaging,Packaging,2017,-79.42530856,-86.65654489,2.920374711,-1.233300243,6.226143798,446.0114977,366.5861892
Paper and Packaging,Packaging,2018,-55.68195685,-41.85859489,3.470535359,-0.091480535,5.368850772,398.9284242,343.2464673
Paper and Packaging,Packaging,NA,NA,NA,NA,NA,NA,NA,NA
Paper and Packaging,Paper Mills,2003,-41.60397433,-34.80489067,-4.231418583,-4.251337513,-0.590009921,91.87310037,50.26912604
Paper and Packaging,Paper Mills,2004,7.565064366,7.451273453,-0.792434996,-0.341461186,0.019643464,5.184401755,12.74946612
Paper and Packaging,Paper Mills,2005,3.36627465,2.919626907,0,-0.022265478,0.005094179,0.436958153,3.803232803
Paper and Packaging,Paper Mills,2006,-9.157625972,-9.874162551,-0.574239563,-1.045488871,0.194952069,21.16825192,12.01062594
Paper and Packaging,Paper Mills,2007,2.22808132,1.691937387,0,-0.011941981,0.00253934,0.463859333,2.691940652
Paper and Packaging,Paper Mills,2008,14.22489894,25.53089898,0,-0.027880075,0.001262321,0.453230882,14.67812982
Paper and Packaging,Paper Mills,2009,32.41101546,35.43608835,0,-0.226140854,-0.153210519,6.890452483,39.30146794
Paper and Packaging,Paper Mills,2010,13.31230208,21.63838949,-2.399472302,-1.687801568,-0.759729107,33.82195689,47.13425897
Paper and Packaging,Paper Mills,2011,-10.84872544,-8.813451264,-1.749675969,-2.633976499,0.150970919,83.55320031,72.70447486
Paper and Packaging,Paper Mills,2012,-11.87445987,-14.15281455,-1.748615318,-2.573552261,1.201742639,55.99293986,44.11847999
Paper and Packaging,Paper Mills,2013,2.46531019,3.483256709,-0.71288061,-1.078719979,0.926981941,55.17173958,57.63704977
Paper and Packaging,Paper Mills,2014,-9.785055352,-6.853332277,-0.663437684,-2.053086543,0.969519844,38.41679078,28.63173543
Paper and Packaging,Paper Mills,2015,-20.14742454,-13.15476494,-2.661757347,-3.898010599,0.840723466,44.31589957,24.16847504
Paper and Packaging,Paper Mills,2016,0,0.65488743,-0.746097924,-2.168824715,0.395791146,24.08072349,24.08072349
Paper and Packaging,Paper Mills,2017,14.07262294,12.36590303,-0.728382849,-0.54723148,0.298749678,14.44035892,28.51298186
Paper and Packaging,Paper Mills,2018,1.541000512,2.435563528,-0.884259233,-1.523313907,0.44496401,22.141709,23.68270951
Paper and Packaging,Paper Products,2003,194.6432154,147.3578486,-3.788239679,-4.450211326,-0.470973131,100.7194349,295.3626504
Paper and Packaging,Paper Products,2004,-46.70362178,-37.606768,-19.88084855,-28.29390843,1.83072291,568.7533899,522.0497681
Paper and Packaging,Paper Products,2005,-36.64156023,-22.32655163,-13.94353224,-24.72631493,4.888361963,458.8739956,422.2324354
Paper and Packaging,Paper Products,2006,-43.95853076,-21.21038585,-18.38914697,-18.03425345,7.227578704,447.4111407,403.45261
Paper and Packaging,Paper Products,2007,-29.06870495,-18.62659424,-4.329437478,-7.374336181,1.118121525,249.1904364,220.1217315
Paper and Packaging,Paper Products,2008,-26.30010117,-17.04376711,-8.706827325,-14.05855113,1.051296492,276.3461884,250.0460872
Paper and Packaging,Paper Products,2009,-0.698802917,20.28257099,-13.47467924,-8.233319554,-4.897900813,207.3229608,206.6241579
Paper and Packaging,Paper Products,2010,-28.14105363,-13.41058631,-19.62318032,-8.175934404,-4.711184161,202.5123908,174.3713372
Paper and Packaging,Paper Products,2011,-69.38829892,-63.70584812,-5.107074598,-5.747180246,0.680842847,231.1755483,161.7872494
Paper and Packaging,Paper Products,2012,-22.37488684,-34.83502926,-4.221548599,-5.58115954,2.090911738,166.6084613,144.2335744
Paper and Packaging,Paper Products,2013,-11.28938292,-12.38155237,-5.141808153,-4.315587827,2.168664344,101.4154034,90.12602052
Paper and Packaging,Paper Products,2014,-12.62982257,-8.217239416,-6.866781698,-7.271641431,1.872403935,111.9381926,99.30836999
Paper and Packaging,Paper Products,2015,11.3630031,22.12790889,-0.727530841,-2.278381962,1.495608577,91.08460246,102.4476056
Paper and Packaging,Paper Products,2016,8.026335652,10.32096487,0.747962763,-0.716920514,0.912473398,94.89921766,102.9255533
Paper and Packaging,Paper Products,2017,-12.12027318,-13.48272085,-1.92205099,-3.201561786,1.512945926,77.68173092,65.56145774
Paper and Packaging,Paper Products,2018,-9.983501374,-11.74146441,-1.95752474,-2.341499751,1.122285213,121.918633,111.9351316
Paper and Packaging,Paper Products,NA,NA,NA,NA,NA,NA,NA,NA
Performing Arts,Performing Artists,2003,-1.213344961,-15.58918184,12.6769552,17.3084167,-6.887700636,1389.646141,1388.432796
Performing Arts,Performing Artists,2004,-38.57556357,-48.72871641,-6.215725501,-8.288811774,3.971831084,884.5467851,845.9712215
Performing Arts,Performing Artists,2005,-96.32776163,-79.43753072,-27.88928293,-34.92071242,12.90484829,1351.853276,1255.525514
Performing Arts,Performing Artists,2006,17.81336961,8.279237248,8.468535575,-7.561369898,18.9980935,1185.88657,1203.69994
Performing Arts,Performing Artists,2007,20.79807531,25.20326913,5.419541619,1.841078323,5.364430246,1056.969945,1077.768021
Performing Arts,Performing Artists,2008,63.57667889,27.68269876,15.72679111,10.70613307,4.081797839,736.7519115,800.3285904
Performing Arts,Performing Artists,2009,-16.84195048,9.127809753,-31.45199251,-3.136322142,-23.75931245,854.2734312,837.4314807
Performing Arts,Performing Artists,2010,-41.3015106,2.393765025,-45.50734713,-17.39007855,-26.50912179,883.9523933,842.6508827
Performing Arts,Performing Artists,2011,12.08293908,10.76866533,3.854458535,0.135416394,3.304225785,1142.879533,1154.962472
Performing Arts,Performing Artists,2012,31.32695802,3.829868861,16.75654049,4.400245554,15.22273187,1010.564233,1041.891191
Performing Arts,Performing Artists,2013,16.34028095,-1.631169597,21.76068372,4.241732136,13.36590222,1021.748726,1038.089007
Performing Arts,Performing Artists,2014,54.42663178,43.64216695,23.71906299,6.958162248,14.71252823,702.9824527,757.4090845
Performing Arts,Performing Artists,2015,53.03246835,59.87580145,20.18636685,-1.487882443,24.22907148,832.0181605,885.0506288
Performing Arts,Performing Artists,2016,57.54175439,41.10222473,9.07635292,-10.68902379,24.66223979,754.7708077,812.3125621
Performing Arts,Performing Artists,2017,30.37959448,13.28078462,7.334683902,-7.069002517,16.02110216,1127.400935,1157.780529
Performing Arts,Performing Artists,2018,3.008412711,-6.307920886,10.7479048,-3.165339373,12.43462164,976.047393,979.0558057
Performing Arts,Promoters and Managers,2003,35.70636736,39.70879075,5.486659933,6.771489161,-0.741381293,157.8189267,193.5252941
Performing Arts,Promoters and Managers,2004,10.41751514,3.958739237,6.643505747,8.378822698,0.66820559,204.0619346,214.4794498
Performing Arts,Promoters and Managers,2005,-1.694656819,-7.844612379,6.194795316,5.377219034,3.535424018,307.3317388,305.637082
Performing Arts,Promoters and Managers,2006,185.2977024,179.5017464,11.62214803,5.420700197,4.489358495,200.6036858,385.9013882
Performing Arts,Promoters and Managers,2007,26.59204437,4.382674259,20.40611423,12.50654859,3.552720505,598.4644278,625.0564721
Performing Arts,Promoters and Managers,2008,107.2552417,75.50820787,28.11813712,23.95449564,1.395429303,398.5139918,505.7692336
Performing Arts,Promoters and Managers,2009,84.52262789,72.59053012,8.192750138,16.87537942,-10.58440811,437.9325233,522.4551512
Performing Arts,Promoters and Managers,2010,-14.98816471,-39.84835901,13.71820163,40.46963802,-20.79705159,940.1338913,925.1457265
Performing Arts,Promoters and Managers,2011,-22.60076235,-39.33642096,43.75393038,37.34368327,2.913807421,749.4366401,726.8358777
Performing Arts,Promoters and Managers,2012,76.78323462,10.22392612,43.81821592,40.97470701,8.755477533,842.0637456,918.8469802
Performing Arts,Promoters and Managers,2013,41.7105971,-22.16516633,64.71333422,46.48321658,9.237295733,906.7935771,948.5041742
Performing Arts,Promoters and Managers,2014,19.69410742,-36.71417958,50.12189307,48.01197363,11.61208639,1035.090427,1054.784535
Performing Arts,Promoters and Managers,2015,79.8394811,10.90257952,56.75585701,47.87895479,11.32975799,982.0278188,1061.8673
Performing Arts,Promoters and Managers,2016,100.2610412,47.84157832,51.42214181,44.05773457,14.0328506,638.8746375,739.1356787
Performing Arts,Promoters and Managers,2017,66.47295945,-9.4992465,52.13674966,57.73106379,13.81254865,1134.569516,1201.042476
Performing Arts,Promoters and Managers,2018,14.17519709,-57.10401593,65.01098805,43.60306369,11.71471311,1003.961728,1018.136925
Plastics,Plastic Materials and Resins,2003,45.07684041,79.0743495,-19.48863855,-18.2797815,-2.846806834,511.0324843,556.1093247
